sep 21/16:30:38.546 DEBUG2 : 		

StartSession()

sep 21/16:30:38.546 INFO   : Debug Log(info): Loading the I-jet driver
sep 21/16:30:58.997 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:58.997 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:58.997 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.008 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.008 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.008 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.008 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.008 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.008 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.021 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.021 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.021 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.021 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.021 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.021 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.021 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.022 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.025 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.025 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.026 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.026 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.026 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.026 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.026 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.026 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.027 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.027 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.027 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.027 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.027 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.027 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.028 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.039 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.039 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.039 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.039 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.039 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.039 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.052 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.052 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.052 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.052 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.052 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.052 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.052 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.053 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.057 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.057 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.058 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.058 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.058 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.058 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.058 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.058 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.058 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.058 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.059 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.059 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.059 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.059 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.059 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.070 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.070 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.070 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.070 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.070 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.070 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.082 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.082 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.083 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.083 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.083 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.083 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.083 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.084 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.088 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.088 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.089 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.089 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.089 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.090 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.090 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.090 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.090 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.090 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.090 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.091 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.091 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.091 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.091 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.101 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.101 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.101 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.101 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.101 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.101 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.113 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.113 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.113 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.113 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.113 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.113 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.113 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.113 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.116 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.116 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.118 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.118 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.118 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.118 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.118 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.118 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.119 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.119 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.119 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.120 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.120 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.120 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.120 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.131 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.131 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.131 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.131 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.131 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.131 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.144 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.144 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.144 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.144 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.144 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.144 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.144 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.145 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.149 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.149 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.150 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.150 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.150 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.152 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.152 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.152 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.152 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.152 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.152 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.152 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.152 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.152 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.152 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.163 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.163 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.163 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.163 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
sep 21/16:30:59.163 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.163 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.176 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.176 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.176 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.176 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.176 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.176 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.176 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.177 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.182 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.182 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.183 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.183 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.183 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.183 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.183 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.183 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.183 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.183 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.184 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.184 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.184 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.184 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.184 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.195 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.195 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.195 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.195 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.195 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.195 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.208 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.208 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.208 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.208 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.208 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.208 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.208 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.209 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.212 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.212 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.213 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.213 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.213 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.213 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.213 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.213 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.214 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.214 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.214 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.214 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.214 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.215 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.215 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.226 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.226 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.226 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.226 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.226 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.226 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.239 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.239 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.239 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.239 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.239 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.239 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.239 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.240 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.243 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.243 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.244 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.245 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.245 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.245 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.245 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.246 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.246 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.246 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.246 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.246 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.246 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.247 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
